,organizations,label,score,link,summary
2635,['N'],NEGATIVE,-0.994544267654419,CMS-2017-0133-20820," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2636,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-32016," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2637,,POSITIVE,0.8896473050117493,CMS-2017-0133-20871," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2638,,POSITIVE,0.8896473050117493,CMS-2017-0133-21228," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2639,,POSITIVE,0.8896473050117493,CMS-2017-0133-21235," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
2640,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-32367," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2641,,NEGATIVE,-0.9929636716842651,CMS-2014-0115-33342," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2642,"['HHS', 'HHS']",POSITIVE,0.9580734968185425,CMS-2014-0115-32399," HHS should rescind the mandate requiring coverage of contraception and sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . At a minimum, HHS should not mandate coverage of any drug or device that can disrupt an existing pregnancy ."
2643,,NEGATIVE,-0.9941520094871521,CMS-2014-0115-33332," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
2644,,POSITIVE,0.8896473050117493,CMS-2017-0133-20889," HHS should rescind the mandate requiring coverage of contraception or sterilization in health plans . These drugs, devices and procedures impair the healthy condition known as fertility . Some contraceptives can act after fertilization and therefore raise concerns about harm to new human life . As long as the mandate, or any portion of the mandate remains in place, however, I fully support the exemptions for those with religious or moral objections ."
